duration,man_dist,Month,Day,Date,Hour,pickup_region,dropoff_region
450,24.77860000000001,2,4,9,9,71,63
176,13.891699999999986,2,2,21,5,30,5
339,15.443899999999985,5,6,6,8,27,53
242,18.304000000000002,2,4,9,7,59,39
325,17.811200000000014,1,1,30,9,8,30
670,43.41980000000004,1,2,31,18,75,50
907,53.14760000000001,3,1,6,21,57,67
147,23.203700000000026,6,4,1,5,44,24
907,63.05110000000005,1,2,31,17,4,24
984,70.24919999999995,6,6,17,10,64,48
317,20.86330000000001,5,1,1,9,35,59
299,19.621400000000023,6,5,2,6,45,44
284,18.304599999999994,5,0,21,12,70,73
334,40.54160000000002,3,2,7,1,35,68
407,9.662800000000033,5,4,11,13,31,42
519,13.34949999999995,3,5,17,8,60,24
835,32.01329999999999,3,4,9,11,27,67
436,19.241600000000005,5,0,28,21,21,43
130,5.689100000000025,5,2,2,14,66,66
660,25.016299999999973,6,1,26,19,54,51
98,9.95580000000001,7,3,5,9,61,50
662,22.951299999999975,5,6,6,23,74,41
959,75.0044,5,0,28,8,12,36
928,62.32039999999998,2,3,1,21,51,43
698,36.45309999999998,4,1,17,18,55,58
543,0.9694000000000358,3,1,20,22,16,16
670,35.94909999999999,3,1,6,3,5,7
150,12.4529,2,6,18,7,7,64
363,12.011799999999994,2,0,19,20,70,46
757,58.92269999999999,4,4,13,22,36,22
219,10.700499999999977,2,4,9,20,78,50
224,9.472499999999968,6,3,21,20,77,16
950,43.741799999999984,1,2,17,17,56,18
1302,59.88329999999999,6,3,7,20,35,66
553,22.70369999999994,3,4,23,20,11,75
733,71.13359999999997,7,0,2,14,67,69
553,21.370600000000053,3,1,27,3,30,41
206,12.846799999999973,2,0,26,19,50,48
982,76.6137,3,0,19,20,45,6
529,48.304299999999984,5,2,23,1,11,8
400,1.2224000000000217,5,6,27,1,40,40
473,8.456799999999959,5,3,31,18,26,17
666,35.2148,2,6,25,21,7,37
322,15.476799999999969,7,1,3,16,47,57
192,8.703700000000026,5,5,19,15,70,46
420,21.540299999999974,4,2,18,18,65,50
155,4.447200000000009,5,6,20,17,44,64
1417,85.33789999999996,4,0,2,23,29,31
575,26.705900000000014,3,5,24,16,43,62
597,32.83700000000002,1,4,26,14,17,68
1191,57.9624,4,1,10,12,70,63
171,12.143200000000036,6,3,7,7,45,24
175,14.250899999999945,6,2,6,22,41,44
679,29.345899999999972,5,3,10,22,53,40
650,19.277000000000015,6,3,7,15,78,27
711,16.11979999999994,1,5,20,11,52,71
313,11.94900000000004,1,5,27,11,6,47
261,21.313500000000005,2,6,4,23,3,38
230,7.110100000000017,2,5,10,16,51,27
788,27.699599999999947,5,6,13,17,40,21
523,24.698199999999986,4,0,23,18,55,42
602,34.31320000000002,6,3,7,20,20,79
391,24.920200000000023,6,4,29,8,45,35
271,22.542299999999983,1,6,28,19,12,73
401,36.28150000000002,5,1,1,20,24,3
1248,70.13599999999997,5,5,19,21,39,72
978,47.036599999999964,6,2,27,18,67,48
239,5.543900000000008,3,1,13,1,34,22
166,8.457799999999992,4,0,16,18,71,2
407,14.490699999999975,4,0,2,22,43,7
231,12.697900000000033,4,6,22,22,35,37
466,16.31140000000005,3,6,18,9,1,37
793,35.10770000000005,5,3,24,7,48,55
1209,33.95800000000003,1,5,20,14,39,52
303,13.002299999999991,2,4,23,11,52,40
739,38.61770000000001,4,6,15,18,27,67
962,43.71199999999999,2,6,18,18,5,37
26,1.1081000000000074,7,5,14,15,16,16
282,11.38519999999997,2,4,23,11,43,60
165,11.185099999999977,4,2,25,9,61,50
124,9.834800000000001,6,0,4,1,43,75
463,11.690199999999976,1,0,29,23,42,5
231,4.8174999999999955,6,3,14,13,16,16
1579,46.05509999999998,2,6,4,12,12,54
427,23.302399999999977,6,5,23,17,35,80
246,14.650000000000006,5,1,1,21,30,58
373,11.657899999999984,5,3,31,12,9,59
463,22.156800000000004,5,0,14,15,26,67
760,20.6396,1,5,20,15,40,51
211,11.766599999999983,4,5,21,18,52,3
118,5.115300000000019,5,1,29,7,55,55
576,34.85730000000001,5,1,29,2,74,73
1465,95.35049999999998,4,0,9,12,44,69
771,54.379299999999944,4,0,30,0,32,75
824,26.359199999999987,6,6,17,16,50,26
209,18.59989999999999,5,6,20,1,45,44
202,11.13590000000002,5,4,18,14,11,70
176,3.9465999999999894,5,6,27,22,60,77
584,13.280499999999961,3,5,3,10,35,76
543,42.02890000000002,2,4,2,21,39,27
97,1.4935999999999865,6,0,4,12,68,68
1039,38.976699999999994,5,3,17,14,24,14
469,25.5137,2,3,22,11,75,5
999,23.68130000000002,5,3,10,15,16,11
339,19.62009999999998,4,6,22,8,20,36
654,32.85170000000005,4,4,6,22,79,15
1005,44.01169999999996,4,6,1,0,62,70
944,65.60240000000002,1,1,30,14,73,26
239,11.311200000000042,5,3,17,17,76,52
660,49.208,2,5,17,22,30,17
279,16.599000000000018,7,2,11,11,35,76
703,58.43899999999999,5,1,1,1,32,75
446,19.635500000000008,4,2,4,16,40,38
327,11.075700000000012,6,3,28,8,25,76
441,28.328100000000006,5,2,23,7,36,35
153,11.009299999999968,6,2,27,14,12,74
397,28.598899999999986,4,6,8,0,73,24
345,21.489000000000004,2,3,22,0,42,12
378,22.614299999999957,1,6,14,17,22,5
1074,60.96760000000003,7,3,5,10,15,72
410,16.052399999999977,3,1,20,16,64,8
899,21.2706,5,3,10,8,10,45
201,8.995900000000006,3,0,12,4,30,58
1147,30.308300000000003,2,5,24,15,65,36
727,46.985600000000005,1,2,31,16,36,47
299,15.52520000000004,2,5,17,7,68,15
105,8.568299999999965,1,6,14,0,27,36
737,25.50950000000003,7,1,10,10,64,12
829,45.00739999999999,5,0,28,15,1,14
319,16.59039999999999,3,0,12,16,17,35
274,15.105699999999985,2,2,21,20,48,50
340,8.880799999999994,5,3,3,19,49,10
274,7.496599999999972,5,0,28,0,5,74
589,33.38189999999997,6,1,5,17,66,46
1323,66.78669999999997,4,2,18,8,19,64
391,15.273200000000003,2,4,16,18,8,5
437,29.27570000000003,4,2,25,21,10,17
397,24.986199999999968,6,2,20,9,43,14
718,38.06850000000003,5,0,21,19,58,22
617,46.02800000000002,5,3,24,19,11,52
217,12.213900000000024,5,1,15,17,4,66
335,17.52019999999999,2,3,15,8,34,42
218,11.992800000000045,5,1,15,20,24,18
238,22.894099999999952,4,0,2,23,52,25
331,23.024,3,2,28,2,44,58
991,34.2723,2,5,10,21,30,44
409,13.09540000000004,4,1,3,17,46,7
653,52.83850000000001,1,0,15,11,64,32
1088,79.77100000000004,3,5,3,20,34,20
786,34.63979999999998,7,4,13,21,43,10
872,32.140799999999984,5,6,20,14,10,63
773,32.94980000000001,2,4,23,15,6,50
163,13.178399999999954,1,5,27,7,9,8
1215,61.24459999999999,3,0,26,13,66,35
492,36.029199999999975,6,0,25,22,26,8
287,11.783500000000032,2,4,9,20,49,60
692,33.636000000000024,5,2,2,13,2,53
378,15.574000000000012,6,3,21,9,48,40
430,16.939099999999996,6,2,13,13,30,41
269,9.536100000000005,4,0,2,2,22,5
800,39.06880000000001,6,0,11,0,30,77
646,34.98089999999999,5,2,16,14,65,42
443,19.062700000000035,4,2,25,19,45,54
307,20.53720000000004,5,5,26,22,11,46
715,30.94599999999997,6,5,30,21,42,12
414,33.47049999999999,2,4,2,19,41,32
840,22.089000000000027,3,6,11,16,41,66
305,14.1644,5,0,21,12,49,10
217,10.912199999999984,5,3,31,9,39,17
587,25.575099999999992,3,4,23,22,66,31
275,9.256200000000007,4,4,13,15,50,52
406,17.757300000000015,2,0,12,14,15,35
590,28.355099999999993,4,5,14,0,43,11
1668,30.407399999999967,4,1,17,0,30,9
871,33.3442,2,4,2,14,16,30
1178,54.7903,5,2,9,17,12,65
277,11.31099999999995,5,0,21,10,67,45
967,21.56359999999998,7,5,7,15,43,49
552,26.628000000000014,2,5,17,15,1,23
294,15.936599999999942,5,2,9,19,18,36
602,33.6173,4,5,7,22,43,14
609,19.992599999999953,3,5,3,19,14,31
409,32.20719999999997,3,2,28,13,78,53
647,34.022699999999986,3,0,26,23,72,42
887,36.71950000000004,4,6,29,19,75,34
223,0.9737000000000364,4,0,23,21,21,21
991,30.714999999999975,5,2,2,9,21,64
763,31.890100000000018,5,6,13,0,30,73
78,8.003600000000006,2,5,24,21,63,50
696,39.0445,3,0,19,9,68,14
790,32.301799999999986,4,5,28,22,17,9
233,9.751800000000003,2,2,28,1,24,11
449,22.940600000000018,4,2,11,17,8,70
25,1.9324999999999761,3,0,19,1,34,34
469,27.290300000000002,5,1,22,21,70,59
943,54.420000000000044,2,0,26,13,72,14
456,11.27320000000006,3,0,12,19,51,53
588,20.1387,2,6,25,17,60,44
284,18.489100000000036,6,4,8,17,61,76
132,10.5839,5,5,12,19,3,76
306,14.845999999999975,4,5,14,17,73,44
420,25.870100000000008,4,0,23,3,30,43
345,10.809399999999982,1,4,26,12,22,12
780,27.159500000000037,6,4,29,19,64,10
795,5.327200000000005,5,4,18,18,45,11
299,19.956700000000012,3,6,11,19,40,19
337,6.271100000000047,3,6,11,8,45,49
708,21.668000000000035,6,4,29,15,30,9
1152,33.35839999999999,6,4,29,12,67,73
90,13.213300000000004,4,0,30,1,15,16
239,14.60710000000006,6,4,29,1,66,4
958,37.04180000000002,7,3,5,12,1,52
480,24.135099999999994,3,1,6,16,58,34
414,23.05430000000004,4,6,8,21,5,66
520,32.266400000000004,2,5,3,7,11,25
300,25.205000000000013,4,0,9,9,7,35
615,36.06960000000004,5,2,30,6,17,24
1057,31.053900000000056,5,3,24,16,19,29
275,12.181199999999961,5,1,1,11,78,3
123,7.253600000000006,4,4,27,13,79,79
970,25.42210000000003,3,6,4,23,9,74
230,16.214799999999997,4,5,14,18,34,66
503,53.820700000000016,3,2,28,11,32,68
1287,91.66499999999999,3,4,23,20,20,66
598,21.212499999999977,2,4,16,19,73,34
162,8.691500000000019,3,0,26,20,49,7
915,85.16130000000001,6,2,20,4,73,69
638,27.626499999999936,5,4,25,18,55,68
573,17.596900000000005,6,6,10,19,35,11
436,6.3513999999999555,1,3,18,17,7,45
455,18.525199999999984,1,6,21,20,75,45
493,18.540900000000022,3,3,29,18,55,9
488,13.142800000000022,6,3,14,10,74,4
866,53.03660000000002,4,3,26,13,60,32
522,12.739900000000006,3,1,13,18,11,7
80,7.072899999999976,7,6,1,17,30,30
413,10.143700000000052,1,2,24,17,64,7
569,13.352300000000014,1,6,28,16,16,7
995,15.277000000000015,2,2,7,7,75,45
278,16.223199999999963,3,6,11,11,1,64
244,18.68190000000004,5,3,31,23,50,2
376,15.129500000000007,2,6,4,9,51,27
430,15.512199999999979,5,6,6,17,76,50
243,14.28649999999999,7,3,5,13,9,8
735,23.05590000000001,5,4,18,23,28,1
237,10.6156,3,3,15,14,78,48
776,45.01480000000001,6,4,15,7,30,49
496,19.451899999999995,5,4,4,13,22,74
883,72.70579999999998,6,4,15,5,22,40
391,5.635699999999986,7,4,13,10,21,39
381,32.60589999999999,4,4,6,7,51,49
497,25.904000000000025,7,6,1,13,64,73
449,10.574999999999989,2,4,16,15,22,41
294,16.279299999999978,5,0,28,9,58,43
404,23.47920000000002,6,6,3,19,16,30
224,16.686999999999983,2,6,25,20,12,73
629,22.509600000000034,2,4,9,9,9,42
59,5.70599999999996,1,6,14,0,41,41
435,18.85609999999997,4,4,20,15,8,68
71910,36.23169999999999,6,2,27,9,42,72
688,25.489599999999967,5,5,26,9,36,24
237,14.627299999999991,7,5,14,7,70,60
276,17.91700000000003,6,3,28,20,8,75
294,17.382899999999978,5,5,5,15,38,57
137,1.7480000000000189,2,3,1,22,4,4
887,58.09960000000004,3,0,12,20,48,16
270,26.861499999999978,3,5,3,4,80,7
125,16.474099999999964,3,4,16,21,56,13
101,9.171799999999962,2,6,4,20,28,80
243,7.1404,4,5,14,12,66,66
286,12.3827,2,4,2,8,26,39
413,22.210499999999968,4,1,24,23,74,43
488,34.03539999999998,6,4,29,9,48,59
632,43.932199999999995,2,6,25,0,5,54
90,3.313600000000008,6,5,30,2,41,73
365,8.989500000000021,2,6,4,8,39,15
2444,66.69710000000003,6,3,7,9,4,54
412,26.564200000000028,1,5,27,18,26,48
511,20.667700000000053,3,0,26,12,47,6
158,17.462399999999974,3,2,7,16,15,43
431,23.383200000000016,2,0,19,23,18,60
1041,47.32830000000004,6,5,9,18,55,63
1317,78.6233,1,5,27,14,32,25
194,4.949600000000004,6,4,29,19,12,12
521,27.268500000000017,6,1,12,14,23,60
260,27.994,2,5,10,1,43,74
2396,1.5417999999999665,4,2,4,13,14,14
364,20.322900000000033,5,1,29,2,23,73
912,31.647400000000005,2,2,14,12,60,53
186,10.34069999999997,5,4,18,7,10,39
308,34.99320000000003,3,0,5,7,56,15
1049,76.5753,5,5,12,23,22,27
165,10.530299999999983,2,5,3,16,1,77
583,15.768099999999947,3,6,11,8,12,4
257,22.28720000000004,3,6,18,2,78,20
948,64.54910000000004,7,5,14,20,70,47
219,18.29099999999997,6,5,2,17,20,51
560,23.908500000000004,2,3,8,9,7,68
225,10.862300000000005,6,4,22,18,52,63
1065,48.88059999999999,3,5,10,12,60,72
583,5.645699999999977,4,1,10,15,44,44
691,28.010100000000023,3,0,26,23,30,73
405,25.85650000000001,7,6,8,0,73,64
545,13.289299999999997,5,2,16,12,40,37
701,51.74719999999999,6,2,13,14,73,65
495,37.487900000000025,5,2,9,18,72,22
461,18.02339999999998,4,0,2,21,8,75
1077,42.29660000000004,2,3,1,17,18,2
165,17.762900000000002,5,2,9,5,18,65
384,9.305099999999953,4,5,21,12,67,54
212,10.566699999999969,5,4,4,6,39,1
731,23.174499999999966,6,0,25,17,73,12
438,19.019900000000007,3,5,31,10,41,58
196,18.665899999999993,1,0,29,19,21,2
295,13.537499999999937,2,4,9,19,2,37
560,10.997199999999964,5,6,6,12,1,65
440,16.777800000000042,6,6,24,23,16,55
1287,59.567800000000005,2,5,24,11,55,72
554,16.059300000000007,3,5,3,13,35,18
605,15.286400000000015,2,1,27,11,7,67
458,22.525500000000022,6,3,14,14,27,20
997,36.61699999999999,1,3,25,11,18,2
507,32.246200000000016,7,1,3,20,23,53
315,9.045099999999962,6,2,27,13,42,64
359,12.004400000000032,2,0,12,22,72,32
723,19.682500000000005,6,4,8,14,42,1
954,36.178600000000074,1,4,26,10,79,21
349,25.640299999999968,4,4,27,1,67,44
881,31.696399999999983,3,6,25,18,65,7
454,21.102400000000017,6,0,4,18,37,67
696,31.7243,6,4,29,21,21,7
123,5.389899999999983,3,4,23,9,56,48
408,25.790899999999993,4,6,8,6,70,80
677,1.2226,1,1,16,11,65,39
673,19.641099999999966,7,6,8,12,71,52
368,23.100499999999982,7,0,9,19,47,6
289,23.87319999999994,2,1,27,15,11,44
1076,54.59279999999998,4,1,10,14,2,45
486,25.011800000000022,6,0,4,22,55,7
1469,52.332899999999995,5,1,15,0,70,17
314,11.803300000000007,4,3,12,18,35,18
462,27.0668,7,5,7,14,27,78
527,19.912000000000006,3,5,17,19,14,41
355,19.327699999999993,6,3,21,9,75,58
1232,87.87519999999998,2,5,3,20,66,38
1055,80.60119999999998,5,5,12,7,2,4
610,25.61100000000002,2,0,19,22,60,18
421,34.354899999999986,4,1,24,21,7,53
197,10.114900000000006,2,0,19,18,48,50
717,26.60220000000001,3,3,22,14,38,63
698,30.723099999999988,5,6,20,22,30,73
756,24.67840000000001,7,2,4,11,42,55
1181,15.405299999999983,2,3,8,14,55,18
391,27.49770000000001,5,6,13,2,64,58
398,25.376799999999974,6,3,28,21,53,71
1185,49.55819999999997,2,0,26,17,58,67
272,11.703699999999998,6,2,20,21,70,28
121,6.581500000000034,6,3,14,18,51,53
1242,50.15450000000004,5,1,8,13,36,44
423,14.448800000000006,5,3,31,8,77,55
605,24.61959999999999,1,0,15,13,7,15
176,14.160900000000026,2,1,27,11,31,34
310,28.82219999999998,4,3,19,1,43,74
215,10.508999999999986,7,4,13,17,50,48
716,23.34510000000003,5,6,20,10,55,43
233,8.901800000000037,3,4,30,15,10,54
666,20.39229999999995,2,3,15,13,44,16
269,10.812900000000013,6,5,9,9,63,50
864,29.376299999999986,3,2,28,14,67,78
314,10.13130000000001,4,6,15,22,17,26
287,14.250199999999978,3,5,10,23,74,30
687,15.148699999999963,2,6,11,12,46,45
495,12.287200000000013,5,3,3,7,80,67
663,25.229300000000023,5,1,1,19,5,72
981,87.33960000000002,4,2,25,4,24,33
846,53.059499999999986,3,4,23,22,2,7
91,6.629099999999994,3,0,19,11,75,16
362,22.72739999999996,5,5,12,20,76,48
558,31.83510000000004,4,6,22,8,10,56
379,13.934899999999999,7,6,1,12,34,73
281,5.130600000000015,3,0,5,14,35,10
561,27.848400000000026,5,1,1,15,25,20
665,50.18439999999998,3,4,16,22,21,20
994,47.009900000000044,6,2,6,19,55,22
694,35.466999999999985,4,2,18,16,1,50
491,22.102400000000046,2,2,21,17,53,24
500,20.402600000000035,5,3,17,19,74,44
411,42.59839999999997,7,3,5,1,9,56
1558,48.55380000000005,2,6,4,9,73,62
304,17.272800000000046,5,3,17,21,10,53
367,18.08590000000001,4,6,22,20,26,40
520,24.62699999999998,2,6,4,12,28,24
608,16.424800000000033,4,6,29,9,21,60
236,8.467399999999998,2,6,4,14,78,40
121,5.663600000000002,5,6,6,1,3,3
498,23.935400000000016,2,6,18,15,78,47
945,28.145299999999963,5,2,2,10,4,74
311,25.9649,3,3,1,22,23,53
372,20.568399999999997,3,0,5,9,7,68
192,8.646200000000022,4,5,14,16,70,11
710,24.270100000000014,2,4,2,8,9,31
1492,88.85059999999999,4,6,22,9,32,80
1060,57.81820000000002,3,0,5,3,22,26
261,19.821000000000026,5,1,29,9,43,15
214,1.2226,3,2,14,21,44,44
314,15.388299999999958,3,3,1,16,77,1
405,15.104700000000008,4,2,25,9,24,77
260,9.46150000000003,2,3,1,6,45,70
286,19.10220000000001,5,1,29,12,37,56
310,22.16409999999999,7,4,13,0,43,5
214,16.60470000000001,3,3,15,1,7,16
870,26.46040000000002,2,2,7,12,16,46
274,16.32019999999997,7,6,8,19,44,68
501,30.999299999999977,1,0,29,0,34,60
614,11.873899999999992,5,5,5,16,43,7
313,8.697099999999978,3,0,12,20,30,74
209,15.361800000000045,6,3,7,20,53,11
508,33.675700000000035,2,2,28,14,62,16
401,8.05529999999996,4,3,19,18,25,65
78,8.922400000000039,3,6,25,7,34,41
745,34.63590000000002,3,3,1,14,73,66
1293,66.25630000000001,3,3,15,15,67,72
160,14.77249999999998,3,6,25,7,25,55
177,10.111400000000003,2,1,20,12,47,6
294,32.89899999999997,5,3,10,22,14,16
1729,63.90049999999994,7,0,2,12,13,67
336,16.04389999999995,2,1,20,11,7,23
137,6.404899999999969,1,1,16,11,3,40
1632,30.163400000000053,6,0,18,19,65,7
324,20.268200000000007,5,1,22,17,64,54
793,32.261199999999974,3,0,5,10,62,59
644,15.52589999999995,4,5,7,23,58,62
352,21.856499999999954,1,5,27,12,79,38
804,44.57600000000002,3,0,19,12,46,51
185,13.410799999999995,6,1,26,11,9,8
345,20.57560000000001,1,3,25,23,1,43
554,15.909700000000043,6,0,11,15,11,77
566,32.25479999999999,1,6,14,2,66,43
341,27.938600000000008,1,3,18,20,53,7
408,21.907999999999987,5,3,3,6,63,6
976,107.57519999999997,1,6,14,8,4,27
401,18.54419999999999,5,1,15,13,78,27
523,8.380399999999952,3,3,29,7,10,18
942,66.21380000000002,3,5,3,2,30,18
490,50.529300000000006,5,4,11,6,80,63
443,27.440099999999973,5,5,5,22,41,16
728,47.504099999999994,2,3,8,22,20,45
453,32.580600000000004,5,0,14,12,58,74
639,18.29600000000002,3,4,23,17,9,77
571,33.28819999999999,6,6,24,17,55,56
875,35.79850000000002,3,5,24,13,37,7
498,25.62099999999998,1,0,15,9,58,62
496,48.83529999999996,1,2,17,4,14,65
497,19.12099999999998,2,1,6,17,78,27
407,11.67100000000002,5,6,13,8,39,71
495,19.837500000000006,4,0,16,10,67,51
506,18.404900000000026,3,0,19,21,7,54
109,6.9868999999999915,1,6,28,17,48,19
203,11.125400000000013,5,0,7,10,3,76
310,15.45350000000002,5,5,19,8,75,7
386,12.403899999999965,5,0,28,11,10,1
145,8.430900000000008,1,1,23,16,65,26
369,19.228099999999984,7,0,9,1,73,34
377,16.826699999999988,3,2,21,12,36,80
818,53.258399999999995,6,6,10,20,73,32
528,17.23580000000004,4,5,21,16,42,7
305,21.55850000000001,4,3,12,23,10,28
337,15.887500000000045,4,6,15,18,42,5
107,6.023400000000038,5,0,21,13,43,42
330,11.312799999999982,5,6,27,10,12,22
515,45.32349999999997,5,1,29,22,34,35
94,0.8946999999999719,4,1,3,13,12,12
178,12.745600000000024,4,3,5,8,26,15
268,14.615700000000032,6,5,16,20,36,29
265,10.872600000000006,3,0,26,3,54,67
573,30.80800000000002,4,2,11,16,21,28
462,21.49049999999997,4,4,6,23,8,64
765,60.64299999999997,7,3,5,22,77,27
760,20.45689999999999,3,2,28,9,65,21
309,17.945100000000025,7,1,3,15,3,26
603,28.907200000000017,6,5,2,9,28,73
1555,50.15669999999997,4,6,22,14,53,41
560,21.287199999999956,3,6,11,12,18,21
140,11.284899999999993,7,2,11,13,51,18
318,20.28509999999997,5,1,29,13,17,48
1045,21.620100000000036,6,6,3,20,68,30
1116,22.730400000000003,6,0,25,19,14,34
272,17.001299999999986,6,5,16,18,63,78
1047,31.00010000000003,2,4,9,9,37,11
729,21.64659999999995,6,5,16,9,37,2
710,21.998199999999997,4,0,16,19,65,79
625,25.67199999999997,6,6,24,22,15,7
429,27.94999999999999,3,4,9,20,10,71
2132,34.69270000000006,6,4,22,12,2,54
474,15.662700000000001,4,0,30,12,25,40
173,3.686200000000042,6,2,13,2,28,28
767,56.480999999999995,3,4,16,21,72,9
70643,31.360899999999987,2,1,20,2,5,7
268,13.399299999999954,2,6,18,7,60,24
1232,40.95230000000001,7,2,11,10,76,7
579,23.109500000000025,3,3,29,10,56,65
1149,48.21879999999999,4,6,29,9,4,16
237,7.244100000000003,2,4,23,20,60,1
330,13.334600000000023,3,5,3,23,66,32
439,16.040900000000022,4,6,22,17,71,39
518,15.0779,6,5,30,10,1,35
707,42.25909999999996,3,2,7,21,1,5
317,14.535899999999998,3,2,14,19,52,3
144,1.8802999999999486,7,5,7,20,34,34
511,22.185599999999965,7,5,14,21,8,75
60,5.341099999999955,4,0,9,1,58,58
239,10.386899999999997,4,1,3,23,64,75
213,11.091499999999968,5,6,20,18,41,22
335,24.22139999999993,4,1,24,10,59,70
761,25.071500000000015,1,2,17,15,10,15
1313,29.4572,6,4,1,10,50,55
344,36.274100000000004,1,1,23,22,75,40
761,52.17429999999999,5,1,22,16,18,61
242,8.830500000000029,4,6,1,18,14,46
328,14.618799999999993,2,4,9,20,24,70
653,30.491100000000017,3,1,20,17,44,15
556,17.195699999999988,2,4,23,17,2,26
306,13.651100000000014,2,3,15,11,59,16
676,30.438399999999973,4,6,8,14,23,1
946,27.07420000000002,4,5,14,11,67,64
384,19.44120000000001,3,6,11,17,16,31
204,9.10499999999999,1,3,18,8,39,26
179,12.33759999999998,1,4,19,18,44,34
249,4.864800000000031,6,4,29,7,54,54
645,38.70320000000004,2,3,1,2,73,62
1162,75.06409999999997,4,6,8,22,11,33
377,16.004599999999982,4,4,13,0,77,67
1047,58.781000000000034,5,3,3,19,11,72
268,8.651899999999983,1,1,16,18,28,11
288,14.862799999999993,3,0,5,1,31,22
42,1.2025999999999897,1,0,29,4,58,58
246,24.285599999999988,3,4,16,19,56,26
764,16.234500000000025,4,4,20,21,24,15
638,12.41519999999997,3,5,10,19,35,55
506,23.960800000000006,1,4,19,18,44,75
555,25.78200000000001,4,4,27,17,34,77
725,15.80570000000003,6,5,30,17,42,46
555,14.68859999999998,7,1,10,19,70,73
283,15.88560000000001,2,5,10,7,42,73
650,25.04789999999997,3,5,31,9,9,37
376,20.358600000000024,3,3,29,16,80,36
683,32.16669999999996,5,3,3,11,74,9
321,28.040400000000005,3,2,14,5,7,39
739,22.595699999999994,6,3,21,10,70,75
230,14.530299999999983,3,6,11,10,50,19
305,11.59020000000001,3,6,4,19,68,8
316,10.991400000000027,5,4,18,15,56,40
215,14.439800000000048,5,6,13,16,37,40
347,20.88560000000004,2,5,24,11,42,34
47,4.56789999999998,3,2,7,19,79,79
199,12.870800000000031,7,0,9,9,25,35
841,18.905699999999996,4,5,28,9,1,10
535,32.61260000000004,3,1,6,21,11,44
534,21.05589999999998,4,5,21,23,45,1
1294,60.17100000000002,1,0,29,19,11,62
796,24.55189999999999,4,5,28,10,55,7
476,18.0745,1,3,25,8,43,1
369,21.095299999999952,3,1,6,17,50,17
556,21.778400000000005,3,0,12,22,5,58
61,8.474199999999996,5,1,22,7,50,76
272,11.259299999999968,4,5,28,11,67,35
156,8.226200000000006,6,3,7,16,36,79
559,14.204799999999977,5,6,27,12,1,64
210,6.195999999999998,2,6,18,8,45,11
777,47.441599999999966,3,3,22,21,64,71
93,6.694999999999965,3,2,21,18,61,52
740,27.988200000000035,1,5,27,16,35,9
991,29.1704,6,4,8,10,8,55
528,42.6816,5,6,13,0,56,29
1014,41.3571,7,4,13,16,34,23
349,14.455000000000041,4,2,11,15,65,76
226,9.289000000000016,3,0,5,9,8,58
1283,28.758299999999934,6,2,27,17,11,73
282,8.74029999999999,4,2,18,17,36,51
156,11.391699999999986,3,4,2,6,60,24
714,64.78659999999999,1,1,16,17,75,47
829,41.42199999999994,2,3,22,9,1,12
745,35.97049999999999,1,3,25,7,67,40
450,13.399100000000004,5,1,29,18,54,18
111,11.360900000000015,2,5,3,21,11,28
475,44.2345,6,4,15,2,73,10
9,1.2225000000000534,6,0,25,23,50,50
322,17.601200000000034,1,6,21,23,65,67
741,44.480699999999985,5,0,14,15,27,54
125,9.4709,1,2,24,8,50,19
43,5.571200000000033,5,6,13,7,15,15
629,21.245100000000036,4,4,20,18,67,7
739,36.435400000000016,1,6,21,13,78,24
372,22.04880000000003,3,1,20,12,45,54
276,15.897400000000033,7,5,14,10,53,35
885,50.60730000000001,6,1,5,10,3,77
205,8.93610000000001,5,3,10,17,9,75
489,28.26819999999998,4,6,22,21,45,65
273,16.823000000000036,2,3,15,23,43,75
137,5.918999999999954,5,3,31,7,39,35
946,18.693000000000012,5,1,15,14,10,7
87,6.299299999999988,7,6,8,19,16,1
658,79.23310000000001,3,6,4,1,43,47
795,38.369500000000016,2,5,3,8,36,1
343,20.072300000000013,6,5,16,10,1,42
322,18.933400000000006,4,0,9,15,66,41
567,43.15900000000002,5,2,23,23,67,29
1711,28.842799999999983,4,6,15,18,50,6
358,46.203900000000004,4,1,3,15,48,9
644,40.203400000000016,4,3,5,13,56,1
201,15.526699999999977,1,0,22,11,53,45
907,51.43090000000004,3,4,23,9,50,43
192,20.219799999999935,5,5,5,6,70,24
1062,67.56190000000004,6,4,15,22,70,57
619,29.663600000000002,3,5,3,21,64,74
1168,61.98579999999998,5,0,28,16,57,28
293,19.21859999999998,1,2,17,20,54,28
209,9.09510000000003,3,3,22,11,24,10
1071,33.89590000000001,7,6,1,8,7,21
831,20.655,4,3,5,9,46,49
556,15.06159999999997,1,5,20,9,25,17
1062,14.175599999999974,5,5,26,11,25,37
42,1.255200000000059,6,1,5,20,77,77
549,18.49079999999995,5,4,4,15,78,19
449,18.40229999999997,3,3,1,11,7,14
919,46.61900000000003,2,6,25,17,54,48
804,51.20240000000007,2,3,15,20,29,54
630,37.32529999999997,6,1,5,11,73,72
350,20.808899999999994,7,6,8,0,35,49
387,16.120799999999974,3,5,10,11,11,53
82,6.975300000000033,7,6,1,17,40,78
383,8.095499999999959,1,2,31,13,42,64
374,17.19670000000002,4,3,26,15,17,39
274,17.008700000000005,2,0,26,3,24,21
446,16.0402,2,5,3,16,52,71
554,43.94489999999996,7,1,3,20,54,58
